,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,103,0,3397,4256.154,4243.846,4262.436,4259.103,4265.255999999999,4271.154,4277.692,4263.077,4267.9490000000005,4238.846,4274.359,4240.255999999999,4265.769,4272.692,0,0
1,104,0,2955,4234.359,4221.282,4236.923,4238.333,4239.744000000001,4241.667,4264.359,4245.897,4253.205,4214.359,4250.128,4215.769,4242.564,4246.154,0,0
2,105,0,3161,4215.385,4201.538,4219.359,4221.923,4224.359,4203.59,4246.41,4231.795,4240.641,4201.923,4223.718,4194.615,4212.564,4223.077,0,0
3,106,0,3399,4221.41,4210.255999999999,4228.59,4228.333,4244.359,4193.846,4256.538,4254.487,4255.128,4220.769,4230.385,4204.872,4219.615,4235.513,0,0
4,107,0,3397,4233.462,4219.615,4236.282,4232.821,4253.846,4188.205,4272.179,4284.872,4274.872,4239.615,4241.667,4218.846,4227.692,4248.718,0,0
5,108,0,2955,4229.872,4213.59,4231.538,4223.718,4233.846,4177.0509999999995,4253.846,4277.308,4267.9490000000005,4240.0,4235.0,4215.385,4215.0,4241.538,0,0
6,109,0,3161,4218.077,4206.026,4220.641,4212.436,4215.769,4195.385,4224.615,4237.436,4235.385,4222.0509999999995,4224.615,4205.128,4219.744000000001,4232.9490000000005,0,0
7,110,0,3399,4203.59,4203.077,4206.667,4202.564,4217.564,4225.769,4217.0509999999995,4218.462,4219.359,4202.9490000000005,4208.718,4190.897,4233.718,4218.718,0,0
8,111,0,3397,4195.513,4196.667,4201.282,4200.513,4215.513,4226.41,4218.462,4230.897,4228.333,4201.538,4197.692,4181.154,4230.128,4203.205,0,0
9,112,0,2955,4205.513,4189.359,4208.205,4203.333,4199.615,4212.692,4209.872,4221.923,4219.744000000001,4205.0,4201.923,4186.538,4221.667,4205.255999999999,0,0
10,113,0,3161,4215.513,4198.205,4226.923,4213.846,4216.923,4219.103,4213.077,4203.846,4213.462,4212.179,4213.974,4199.231,4225.385,4213.077,0,0
11,114,0,3399,4238.59,4237.564,4256.026,4245.385,4270.769,4255.385,4246.154,4241.795,4255.513,4253.077,4243.718,4227.436,4254.231,4236.282,0,0
12,115,0,3397,4271.154,4270.255999999999,4274.487,4270.513,4294.359,4272.308,4262.308,4274.615,4283.59,4273.077,4267.564,4252.308,4282.0509999999995,4270.0,0,0
13,116,0,2955,4264.103,4256.41,4264.103,4260.897,4275.128,4252.821,4243.718,4253.59,4265.385,4250.385,4260.0,4239.487,4272.179,4272.821,0,0
14,117,0,3161,4250.385,4248.333,4262.564,4261.154,4285.641,4260.513,4261.667,4257.564,4265.255999999999,4270.641,4267.821,4231.154,4260.255999999999,4268.333,0,0
15,118,0,3399,4270.255999999999,4268.846,4278.59,4287.0509999999995,4299.231,4283.333,4300.0,4285.641,4279.103,4302.692,4295.128,4250.128,4268.846,4286.923,0,0
16,119,0,3397,4262.308,4257.564,4264.103,4280.0,4261.41,4254.615,4269.744000000001,4262.179,4255.0,4270.128,4283.59,4240.0,4248.077,4276.154,0,0
17,120,0,2955,4210.385,4208.846,4225.0,4239.359,4236.795,4217.308,4216.538,4210.769,4213.718,4217.9490000000005,4238.974,4193.974,4196.538,4221.41,0,0
18,121,0,3161,4196.923,4191.923,4219.615,4226.923,4256.154,4236.667,4231.154,4213.59,4213.077,4208.846,4229.359,4182.821,4186.667,4203.333,0,0
19,122,0,3399,4193.333,4192.179,4217.436,4223.59,4246.795,4236.667,4243.974,4218.59,4220.128,4199.487,4237.308,4185.641,4188.974,4206.026,0,0
20,123,0,3397,4185.513,4197.179,4211.154,4221.538,4228.846,4212.821,4230.897,4205.897,4221.667,4204.231,4241.923,4180.385,4194.103,4210.128,0,0
21,124,0,2955,4224.487,4229.487,4241.923,4247.308,4259.359,4238.846,4254.744000000001,4233.462,4246.538,4245.385,4275.513,4208.462,4247.9490000000005,4249.359,0,0
22,125,0,3161,4266.026,4261.795,4278.846,4276.154,4292.821,4267.0509999999995,4283.333,4271.667,4271.923,4275.641,4324.872,4251.154,4291.795,4292.0509999999995,0,0
23,126,0,3399,4281.41,4281.795,4294.103,4292.179,4306.282,4273.205,4288.205,4285.897,4285.0,4304.487,4344.744000000001,4266.923,4291.282,4306.538,0,0
24,127,0,52,4290.385,4297.436,4301.154,4308.077,4316.538,4293.846,4300.128,4289.872,4286.154,4317.821,4333.718,4263.462,4290.128,4307.564,0,0
25,0,0,3154,4290.128,4299.231,4303.846,4315.769,4322.436,4306.282,4312.692,4288.846,4283.205,4306.923,4336.154,4264.103,4286.282,4310.513,0,0
26,1,0,2825,4289.744000000001,4295.897,4306.41,4311.923,4329.231,4298.333,4308.974,4281.282,4294.359,4313.59,4352.308,4271.154,4277.564,4315.255999999999,0,0
27,2,0,3467,4297.179,4301.667,4311.538,4312.564,4327.9490000000005,4300.255999999999,4305.0,4282.821,4295.0,4319.359,4350.641,4276.667,4287.821,4319.615,0,0
28,3,0,3453,4267.436,4279.359,4286.923,4297.308,4297.9490000000005,4285.255999999999,4287.436,4263.718,4251.154,4269.103,4311.667,4250.385,4269.359,4291.795,0,0
29,4,0,3545,4239.872,4257.308,4267.821,4282.179,4281.026,4268.205,4282.9490000000005,4242.692,4239.103,4242.9490000000005,4288.974,4230.0,4241.026,4267.0509999999995,0,0
30,5,0,2986,4268.462,4282.436,4293.205,4296.154,4308.846,4284.744000000001,4316.282,4263.333,4281.154,4295.255999999999,4320.641,4258.59,4271.667,4295.897,0,0
31,6,0,2949,4275.641,4294.744000000001,4301.41,4299.615,4325.897,4286.538,4321.923,4275.0,4283.59,4298.333,4327.308,4271.41,4289.359,4303.718,0,0
32,7,0,3463,4259.744000000001,4284.103,4289.872,4294.487,4313.846,4280.385,4302.436,4271.154,4270.128,4257.308,4295.385,4255.385,4274.103,4281.667,0,0
33,8,0,2874,4267.179,4274.231,4289.359,4292.0509999999995,4299.872,4290.385,4300.769,4274.872,4276.538,4263.077,4281.923,4253.205,4281.667,4278.974,0,0
34,9,0,3601,4259.103,4263.077,4279.615,4277.821,4295.897,4282.564,4293.462,4264.487,4263.59,4271.026,4267.308,4249.231,4282.564,4275.385,0,0
35,10,0,3383,4234.487,4265.0,4265.0,4271.667,4295.641,4271.154,4277.0509999999995,4247.564,4256.154,4254.231,4236.282,4230.769,4263.205,4261.538,0,0
36,11,0,3386,4241.154,4280.769,4266.795,4280.385,4295.385,4282.9490000000005,4278.333,4254.487,4280.0,4250.513,4235.128,4233.462,4268.462,4265.513,0,0
37,12,0,2946,4241.026,4265.0,4257.564,4267.308,4282.308,4273.462,4269.872,4246.026,4273.462,4237.9490000000005,4231.282,4233.846,4264.231,4256.41,0,0
38,13,0,3152,4206.667,4232.564,4231.667,4242.0509999999995,4254.487,4248.077,4244.872,4212.9490000000005,4230.897,4201.154,4198.718,4208.077,4233.846,4218.462,0,0
39,14,0,3383,4190.255999999999,4230.641,4226.795,4244.872,4244.615,4251.154,4239.744000000001,4205.255999999999,4216.282,4189.744000000001,4188.077,4194.744000000001,4229.487,4209.487,0,0
40,15,0,3386,4203.846,4236.795,4237.821,4258.333,4251.667,4260.255999999999,4248.59,4222.436,4239.103,4207.821,4195.128,4202.692,4245.513,4225.641,0,0
41,16,0,0,4186.026,4210.0,4216.282,4239.231,4227.179,4236.154,4225.0,4203.205,4232.564,4182.821,4172.179,4184.103,4223.718,4199.487,0,0
42,17,0,0,4137.436,4169.872,4177.9490000000005,4206.026,4189.231,4198.846,4182.436,4155.255999999999,4186.923,4117.436,4138.59,4141.667,4181.538,4155.385,0,0
43,18,0,0,4140.641,4178.333,4188.077,4217.179,4205.128,4205.641,4191.923,4160.0,4183.462,4118.205,4143.974,4142.9490000000005,4188.205,4169.103,0,0
44,19,0,0,4170.255999999999,4204.103,4208.718,4238.333,4228.205,4228.846,4225.0,4184.872,4212.821,4166.538,4155.0,4164.103,4208.846,4195.641,0,0
45,20,0,0,4170.385,4197.179,4195.513,4226.667,4212.821,4227.308,4226.41,4181.026,4218.077,4169.103,4146.282,4157.308,4206.795,4182.0509999999995,0,0
46,21,0,0,4154.103,4180.513,4175.128,4213.59,4201.795,4209.615,4207.308,4164.872,4191.026,4131.026,4131.795,4136.538,4197.179,4160.0,0,0
47,22,0,0,4132.179,4167.436,4165.641,4205.385,4193.846,4195.128,4197.692,4154.359,4166.41,4120.0,4114.872,4121.41,4183.333,4144.872,0,0
48,23,0,0,4129.103,4175.0,4173.974,4202.308,4188.077,4208.59,4210.255999999999,4170.128,4187.564,4149.103,4125.128,4133.718,4193.077,4146.154,0,0
49,24,0,0,4151.154,4195.128,4186.282,4215.385,4205.513,4227.692,4222.564,4190.128,4218.59,4170.897,4148.59,4154.103,4219.103,4156.026,0,0
50,25,0,0,4160.255999999999,4190.255999999999,4177.692,4216.667,4217.179,4220.897,4215.385,4181.026,4205.0,4168.974,4140.641,4147.9490000000005,4218.846,4152.821,0,0
51,26,0,0,4161.026,4188.59,4175.385,4211.538,4219.872,4219.872,4220.897,4184.872,4200.897,4187.0509999999995,4137.308,4144.744000000001,4217.436,4166.795,0,0
52,27,0,0,4191.154,4227.179,4207.308,4232.692,4250.897,4246.026,4251.667,4230.385,4247.308,4235.897,4176.41,4176.154,4256.282,4209.744000000001,0,0
53,28,0,0,4190.385,4229.487,4208.846,4230.513,4255.897,4245.513,4241.282,4222.9490000000005,4248.077,4230.897,4177.9490000000005,4177.179,4266.282,4203.974,0,0
54,29,0,0,4155.513,4187.692,4181.41,4199.359,4211.795,4217.564,4207.821,4177.436,4207.0509999999995,4197.821,4141.41,4149.487,4232.9490000000005,4163.974,0,0
55,30,0,0,4183.205,4213.333,4206.41,4221.923,4222.436,4231.923,4230.641,4214.487,4233.974,4240.641,4165.128,4179.615,4257.436,4189.359,0,0
56,31,0,0,4228.077,4267.179,4246.026,4264.872,4266.795,4262.821,4261.538,4259.615,4273.333,4287.9490000000005,4201.538,4221.41,4305.641,4234.103,0,0
57,32,0,0,4211.795,4252.821,4236.538,4253.333,4252.692,4252.436,4245.0,4232.564,4257.692,4266.795,4185.897,4210.128,4293.205,4223.205,0,0
58,33,0,0,4184.103,4217.308,4210.0,4222.308,4226.154,4231.154,4222.308,4207.564,4244.231,4242.564,4164.872,4184.615,4260.0,4195.128,0,0
59,34,0,0,4185.255999999999,4214.487,4201.667,4215.513,4225.513,4235.513,4225.128,4213.846,4239.103,4235.897,4158.333,4174.231,4256.667,4182.179,0,0
60,35,0,0,4186.667,4216.667,4204.615,4216.923,4224.615,4244.872,4236.154,4218.974,4224.103,4222.0509999999995,4155.128,4173.077,4266.923,4178.974,0,0
