,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,95,0,2907,4203.974,4157.821,4204.231,4079.744,4194.872,4175.513,4182.821,4189.615,4191.538,4190.255999999999,4187.564,4190.128,4172.179,4204.103,0,0
1,96,0,2610,4200.385,4152.9490000000005,4203.718,4076.923,4185.513,4173.205,4173.718,4191.41,4196.667,4196.538,4186.154,4186.282,4169.103,4198.974,0,0
2,97,0,3277,4199.103,4154.615,4202.308,4083.974,4182.308,4171.538,4166.795,4186.923,4189.359,4214.231,4189.872,4186.026,4165.513,4202.179,0,0
3,98,0,2999,4201.154,4156.41,4203.718,4090.513,4186.026,4173.846,4172.0509999999995,4180.513,4185.385,4219.872,4188.462,4187.436,4171.667,4202.564,0,0
4,99,0,2907,4200.255999999999,4153.846,4202.564,4089.3590000000004,4185.641,4172.179,4172.436,4175.128,4186.282,4202.821,4179.744000000001,4184.231,4171.923,4197.564,0,0
5,100,0,2610,4197.179,4153.974,4200.385,4088.59,4182.9490000000005,4169.744000000001,4168.205,4169.744000000001,4181.795,4184.744000000001,4181.41,4181.282,4168.462,4197.0509999999995,0,0
6,101,0,3277,4206.026,4163.205,4205.513,4090.513,4184.744000000001,4170.769,4170.641,4170.769,4182.308,4189.359,4189.487,4185.385,4175.255999999999,4202.692,0,0
7,102,0,2999,4214.872,4172.0509999999995,4208.718,4093.333,4188.718,4169.872,4171.667,4175.128,4188.846,4203.59,4188.718,4191.667,4179.615,4206.795,0,0
8,103,0,2907,4208.333,4166.795,4202.0509999999995,4093.462,4186.282,4168.718,4169.103,4171.923,4184.872,4205.0,4185.255999999999,4185.513,4172.9490000000005,4201.538,0,0
9,104,0,2610,4194.872,4155.897,4197.821,4091.1540000000005,4181.923,4166.154,4168.718,4170.385,4182.0509999999995,4193.846,4187.821,4172.436,4170.128,4194.103,0,0
10,105,0,3277,4187.9490000000005,4152.9490000000005,4198.077,4088.462,4183.462,4159.231,4167.692,4177.179,4183.462,4191.282,4187.821,4172.692,4171.41,4193.462,0,0
11,106,0,2999,4191.795,4154.103,4198.077,4089.487,4180.897,4159.487,4166.795,4178.077,4178.333,4186.154,4183.333,4181.538,4169.103,4196.41,0,0
12,107,0,2907,4196.282,4153.718,4199.231,4094.744,4172.179,4166.795,4168.333,4169.487,4172.821,4176.667,4183.333,4182.821,4167.0509999999995,4197.821,0,0
13,108,0,2610,4193.846,4153.462,4198.974,4096.026,4169.615,4166.667,4169.103,4165.255999999999,4173.333,4184.231,4186.41,4178.205,4167.564,4195.897,0,0
14,109,0,3277,4191.41,4157.179,4197.308,4092.4359999999997,4173.462,4163.718,4168.846,4169.615,4173.462,4203.846,4181.923,4175.769,4167.692,4196.538,0,0
