,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,25,0,0,4182.9490000000005,4175.128,4185.128,4183.718,4183.974,4187.308,4189.872,4190.128,4197.179,4169.359,4173.59,4180.128,4176.154,4172.9490000000005,0,0
1,26,0,0,4179.231,4174.231,4185.897,4182.564,4163.077,4172.308,4188.205,4186.923,4186.667,4167.0509999999995,4166.41,4180.769,4170.255999999999,4169.615,0,0
2,27,0,0,4173.59,4171.154,4186.795,4172.9490000000005,4165.641,4166.41,4183.077,4182.821,4189.359,4174.487,4160.128,4176.282,4172.692,4166.795,0,0
3,28,0,0,4165.641,4165.0,4182.692,4166.923,4177.821,4174.359,4181.282,4184.103,4189.615,4166.154,4154.872,4170.128,4172.821,4158.333,0,0
4,29,0,0,4160.255999999999,4158.462,4181.795,4172.179,4174.103,4176.923,4183.077,4183.462,4184.744000000001,4156.154,4153.333,4167.9490000000005,4168.974,4152.308,0,0
5,30,0,0,4163.59,4163.205,4185.513,4181.923,4175.385,4167.692,4186.282,4180.641,4189.231,4160.513,4161.667,4176.026,4167.821,4162.692,0,0
6,31,0,0,4174.487,4175.385,4189.231,4190.255999999999,4192.0509999999995,4167.0509999999995,4187.9490000000005,4182.308,4196.282,4169.359,4158.846,4183.333,4175.0,4172.821,0,0
7,32,0,0,4180.385,4181.795,4190.385,4193.333,4197.564,4179.744000000001,4185.769,4184.872,4192.0509999999995,4177.564,4149.487,4181.795,4181.41,4172.821,0,0
8,33,0,0,4180.641,4182.179,4189.359,4188.333,4179.872,4178.846,4181.795,4185.128,4190.385,4178.59,4163.974,4182.564,4179.744000000001,4171.282,0,0
9,34,0,0,4178.462,4179.615,4187.0509999999995,4183.974,4164.103,4172.0509999999995,4181.538,4185.385,4197.564,4172.179,4180.641,4184.615,4178.462,4170.897,0,0
10,35,0,0,4177.436,4173.205,4185.0,4185.769,4178.59,4181.923,4183.462,4185.513,4200.769,4167.564,4173.718,4180.255999999999,4178.718,4175.897,0,0
11,36,0,0,4179.615,4173.462,4187.9490000000005,4188.205,4191.282,4186.795,4186.923,4187.179,4199.487,4175.0,4165.255999999999,4177.692,4171.795,4180.255999999999,0,0
12,37,0,0,4176.41,4177.0509999999995,4192.9490000000005,4186.923,4175.641,4175.641,4190.255999999999,4188.205,4201.282,4185.255999999999,4161.026,4180.897,4172.436,4171.41,0,0
13,38,0,0,4168.462,4172.692,4190.128,4183.846,4175.641,4170.513,4183.333,4182.821,4202.179,4181.282,4153.333,4180.385,4180.769,4167.9490000000005,0,0
