,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,78,0,3152,4198.462,4143.846,4199.615,4176.154,4184.359,4183.718,4173.462,4184.487,4193.846,4198.59,4216.795,4188.205,4178.59,4216.923,0,0
1,79,0,3408,4176.923,4118.462,4184.872,4157.564,4165.513,4184.872,4173.462,4174.359,4188.59,4172.0509999999995,4195.0,4175.769,4099.615,4192.692,0,0
2,80,0,3244,4179.744000000001,4120.897,4184.359,4158.59,4150.255999999999,4181.538,4176.026,4170.385,4201.154,4188.718,4202.9490000000005,4174.231,4182.692,4200.128,0,0
3,81,0,2032,4200.769,4136.795,4193.333,4170.897,4157.9490000000005,4170.641,4163.718,4169.487,4194.231,4206.282,4224.231,4183.462,4194.872,4223.718,0,0
4,82,0,3152,4194.103,4118.333,4188.462,4158.077,4156.923,4167.564,4153.59,4173.462,4185.769,4197.0509999999995,4218.462,4180.641,4130.769,4215.385,0,0
5,83,0,3408,4179.231,4102.436,4180.255999999999,4145.513,4151.41,4179.615,4165.641,4183.333,4196.026,4197.0509999999995,4209.359,4176.667,4156.795,4201.538,0,0
6,84,0,3244,4190.897,4118.974,4186.41,4160.513,4162.308,4184.359,4175.255999999999,4186.667,4200.0,4211.538,4223.718,4184.103,4187.436,4215.385,0,0
7,85,0,2032,4202.179,4126.282,4196.282,4170.769,4170.641,4183.846,4173.718,4183.718,4196.923,4217.564,4231.41,4189.744000000001,4188.205,4230.513,0,0
8,86,0,3152,4200.128,4127.564,4200.0,4167.821,4176.282,4191.282,4185.255999999999,4188.205,4202.692,4219.615,4227.564,4188.974,4222.0509999999995,4232.436,0,0
9,87,0,3408,4202.179,4136.026,4200.769,4173.077,4183.59,4189.359,4191.538,4193.462,4201.282,4225.769,4228.974,4190.128,4240.513,4233.718,0,0
10,88,0,3244,4200.641,4131.41,4200.513,4173.846,4175.385,4180.897,4175.641,4185.0,4190.255999999999,4216.154,4230.0,4189.103,4191.667,4232.564,0,0
11,89,0,2032,4195.255999999999,4128.59,4199.615,4167.0509999999995,4168.077,4183.205,4170.0,4183.974,4196.923,4211.795,4231.538,4190.255999999999,4185.897,4231.41,0,0
12,90,0,3152,4202.308,4142.308,4202.308,4174.103,4178.333,4181.026,4173.333,4186.923,4208.59,4229.103,4230.513,4194.487,4267.821,4237.308,0,0
13,91,0,3408,4207.564,4145.255999999999,4210.385,4181.923,4182.564,4174.231,4169.231,4176.795,4188.974,4223.974,4222.436,4193.718,4251.795,4240.128,0,0
14,92,0,3244,4204.487,4140.255999999999,4212.0509999999995,4176.026,4176.282,4181.154,4175.513,4172.308,4168.59,4200.385,4220.769,4192.9490000000005,4119.359,4233.462,0,0
15,93,0,2032,4208.462,4149.872,4208.59,4178.077,4182.436,4188.205,4186.538,4184.615,4178.718,4207.308,4233.718,4198.333,4085.256,4228.974,0,0
16,94,0,3152,4215.385,4158.59,4213.077,4189.103,4199.487,4190.513,4191.795,4196.923,4191.026,4232.9490000000005,4240.513,4200.0,4172.821,4239.359,0,0
17,95,0,3408,4213.974,4157.179,4217.9490000000005,4187.179,4207.564,4189.487,4193.974,4198.718,4190.513,4243.205,4233.333,4196.154,4237.9490000000005,4244.615,0,0
18,96,0,3244,4211.923,4154.615,4213.333,4180.897,4199.872,4179.231,4190.0,4199.744000000001,4190.641,4249.744000000001,4233.333,4193.846,4255.769,4234.359,0,0
19,97,0,2032,4213.846,4152.308,4212.821,4182.179,4193.718,4173.205,4182.692,4197.0509999999995,4189.231,4247.436,4240.641,4195.513,4223.846,4232.0509999999995,0,0
20,98,0,3152,4216.667,4157.564,4219.615,4186.282,4200.513,4182.9490000000005,4183.462,4190.128,4189.872,4234.744000000001,4245.0,4202.179,4173.077,4244.744000000001,0,0
21,99,0,3408,4217.821,4164.231,4217.0509999999995,4187.179,4205.385,4189.359,4185.0,4187.308,4198.077,4240.128,4238.974,4205.0,4191.026,4248.462,0,0
22,100,0,3244,4213.59,4159.744000000001,4207.9490000000005,4184.231,4199.231,4186.41,4182.692,4189.103,4206.795,4252.9490000000005,4236.41,4202.179,4224.103,4237.308,0,0
23,101,0,2032,4210.128,4157.564,4206.538,4183.846,4201.026,4187.308,4179.872,4190.897,4203.718,4249.615,4241.795,4202.308,4215.513,4234.359,0,0
24,102,0,3152,4213.846,4166.923,4213.59,4186.154,4213.462,4194.744000000001,4182.9490000000005,4192.0509999999995,4192.0509999999995,4241.923,4240.0,4205.385,4212.692,4239.487,0,0
25,103,0,3408,4220.513,4172.692,4220.0,4190.255999999999,4220.513,4205.385,4200.255999999999,4200.385,4185.513,4258.205,4241.282,4204.744000000001,4232.9490000000005,4249.487,0,0
26,104,0,3244,4219.231,4167.308,4216.923,4192.308,4212.436,4201.538,4203.205,4198.59,4185.385,4271.41,4246.667,4204.103,4249.103,4258.333,0,0
27,105,0,2032,4217.179,4165.897,4211.923,4189.359,4200.385,4185.385,4184.231,4188.077,4188.59,4259.231,4249.487,4206.282,4253.205,4258.846,0,0
28,106,0,3152,4219.615,4163.718,4212.308,4185.128,4195.513,4182.308,4183.462,4190.641,4196.667,4247.692,4247.179,4205.641,4262.436,4253.974,0,0
29,107,0,3408,4211.026,4152.436,4206.795,4181.667,4192.9490000000005,4185.641,4192.692,4191.026,4199.872,4242.308,4237.821,4197.9490000000005,4272.179,4242.692,0,0
30,108,0,3244,4205.513,4153.59,4200.255999999999,4184.872,4188.846,4182.308,4181.923,4183.462,4194.103,4230.255999999999,4228.59,4193.718,4257.821,4234.231,0,0
31,109,0,2032,4212.0509999999995,4155.385,4205.641,4187.0509999999995,4185.513,4182.308,4180.0,4192.0509999999995,4199.615,4231.282,4230.385,4197.821,4258.59,4233.846,0,0
32,110,0,3152,4207.0509999999995,4142.308,4209.872,4176.538,4184.231,4187.692,4196.538,4202.564,4204.103,4239.744000000001,4230.769,4199.615,4258.333,4233.59,0,0
33,111,0,3408,4198.718,4150.641,4199.359,4171.923,4186.154,4187.179,4195.255999999999,4190.641,4187.308,4220.513,4215.513,4191.154,4180.385,4228.205,0,0
