,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,52,0,0,4214.487,4213.974,4195.385,4216.154,4242.308,4228.077,4217.308,4203.333,4217.436,4228.974,4227.436,4193.846,4229.231,4222.0509999999995,0,0
1,53,0,0,4216.154,4218.462,4200.385,4223.205,4244.872,4229.359,4222.9490000000005,4205.513,4221.282,4231.026,4229.487,4196.154,4230.897,4229.744000000001,0,0
2,54,0,0,4218.846,4223.205,4204.359,4230.255999999999,4249.231,4231.026,4228.077,4206.026,4218.974,4230.255999999999,4234.103,4200.769,4232.436,4229.872,0,0
3,55,0,0,4224.872,4230.128,4206.923,4232.0509999999995,4249.359,4232.564,4230.513,4212.436,4219.744000000001,4230.385,4234.872,4203.333,4232.9490000000005,4233.974,0,0
4,56,0,0,4221.282,4231.282,4204.359,4224.872,4246.41,4231.282,4229.231,4214.487,4223.462,4235.0,4232.179,4196.538,4234.231,4231.41,0,0
5,57,0,0,4214.487,4227.179,4203.59,4222.821,4245.128,4229.103,4229.872,4216.154,4226.538,4235.0,4230.769,4193.205,4233.718,4224.359,0,0
6,58,0,0,4224.487,4230.0,4207.179,4230.128,4246.667,4230.897,4233.974,4227.436,4231.667,4232.9490000000005,4232.436,4198.974,4233.333,4229.103,0,0
7,59,0,0,4234.872,4234.231,4210.0,4232.179,4247.564,4232.821,4234.231,4231.795,4234.872,4241.41,4232.564,4205.0,4238.205,4234.487,0,0
8,60,0,0,4231.282,4232.436,4210.128,4230.255999999999,4247.179,4228.462,4229.744000000001,4223.333,4233.077,4249.487,4233.333,4207.0509999999995,4241.282,4233.462,0,0
9,61,0,0,4231.538,4230.0,4211.026,4231.538,4247.692,4225.769,4226.41,4225.513,4232.564,4241.667,4234.103,4206.795,4236.154,4235.0,0,0
10,62,0,0,4230.0,4229.231,4210.0,4230.385,4246.538,4228.462,4228.846,4231.795,4230.641,4229.872,4228.718,4201.41,4230.128,4227.564,0,0
11,63,0,0,4219.359,4227.308,4206.026,4230.0,4245.769,4231.795,4237.436,4224.103,4224.615,4230.255999999999,4226.282,4197.308,4232.308,4217.0509999999995,0,0
12,64,0,2181,4217.692,4222.308,4202.9490000000005,4228.205,4246.538,4233.205,4237.564,4212.179,4221.923,4235.513,4230.385,4197.692,4236.923,4219.487,0,0
13,65,0,2880,4219.359,4214.744000000001,4203.205,4217.0509999999995,4242.308,4231.41,4226.667,4207.179,4219.359,4231.923,4228.205,4197.0509999999995,4233.846,4221.795,0,0
14,66,0,3217,4218.077,4217.436,4207.9490000000005,4214.615,4242.179,4232.692,4237.9490000000005,4210.255999999999,4219.744000000001,4230.769,4229.872,4199.231,4231.41,4223.846,0,0
15,67,0,2952,4220.0,4225.513,4208.718,4224.487,4250.385,4235.255999999999,4250.641,4216.41,4225.255999999999,4236.282,4240.128,4203.974,4235.897,4231.667,0,0
16,68,0,3591,4218.333,4220.255999999999,4204.359,4224.744000000001,4251.282,4231.154,4230.641,4214.359,4223.846,4235.897,4239.103,4204.872,4235.641,4231.795,0,0
17,69,0,2991,4217.9490000000005,4217.9490000000005,4204.744000000001,4221.923,4247.0509999999995,4230.128,4217.564,4213.333,4222.9490000000005,4238.974,4234.103,4205.0,4233.205,4231.026,0,0
18,70,0,3259,4219.487,4221.923,4207.436,4222.0509999999995,4242.564,4230.897,4225.385,4220.128,4228.718,4244.744000000001,4238.974,4205.128,4238.59,4233.59,0,0
19,71,0,3227,4210.513,4212.308,4198.974,4213.077,4232.9490000000005,4223.846,4220.897,4217.564,4225.128,4234.872,4232.9490000000005,4197.436,4235.385,4224.744000000001,0,0
20,72,0,2890,4196.923,4201.41,4190.0,4203.59,4226.667,4220.385,4214.744000000001,4208.205,4211.923,4213.718,4217.564,4189.231,4219.487,4207.9490000000005,0,0
21,73,0,3559,4189.744000000001,4201.667,4192.308,4204.359,4226.026,4223.974,4218.846,4204.744000000001,4204.359,4201.923,4212.0509999999995,4188.462,4211.923,4203.205,0,0
22,74,0,2913,4191.282,4205.0,4198.205,4209.615,4221.154,4220.769,4217.308,4203.205,4203.077,4204.487,4213.718,4191.41,4215.641,4209.487,0,0
23,75,0,3298,4199.872,4208.077,4202.436,4214.103,4217.436,4216.667,4217.564,4208.205,4209.615,4213.846,4217.179,4194.231,4219.103,4218.077,0,0
24,76,0,3206,4203.333,4208.718,4203.718,4215.769,4218.077,4218.59,4227.564,4214.615,4214.744000000001,4220.255999999999,4221.026,4194.615,4217.692,4219.231,0,0
25,77,0,2061,4198.205,4202.564,4201.026,4213.846,4216.282,4218.718,4234.359,4213.333,4207.821,4216.538,4220.128,4192.564,4213.846,4213.974,0,0
26,78,0,2913,4199.103,4200.769,4201.923,4213.846,4215.0,4216.795,4228.205,4212.692,4205.385,4212.436,4218.846,4194.744000000001,4214.103,4214.487,0,0
27,79,0,3298,4203.974,4201.923,4202.308,4214.487,4215.769,4216.41,4216.026,4212.9490000000005,4209.231,4212.692,4217.308,4196.154,4216.282,4218.333,0,0
28,80,0,3206,4203.974,4202.308,4200.255999999999,4212.9490000000005,4216.282,4216.154,4217.308,4209.487,4209.231,4215.0,4219.487,4194.872,4218.205,4218.846,0,0
29,81,0,2061,4203.205,4205.769,4204.359,4212.179,4217.821,4218.333,4224.231,4210.769,4210.897,4216.538,4225.0,4195.897,4218.59,4216.923,0,0
