,COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, MARKER_HARDWARE, MARKER
0,103,0,3293,4267.692,4222.9490000000005,4191.282,4227.436,4263.205,4248.846,4245.255999999999,4244.744000000001,4237.308,4244.359,4247.308,4188.077,4214.103,4256.154,0,0
1,104,0,3163,4265.128,4217.9490000000005,4197.308,4232.564,4263.718,4250.769,4254.231,4251.41,4243.333,4248.333,4246.538,4180.513,4215.0,4251.538,0,0
2,105,0,1551,4264.103,4216.538,4188.974,4226.795,4264.487,4249.744000000001,4249.487,4252.692,4250.0,4250.769,4246.923,4170.641,4218.718,4250.513,0,0
3,106,0,2639,4261.41,4218.974,4176.923,4221.538,4268.077,4250.385,4243.974,4249.103,4245.513,4242.564,4249.231,4157.564,4217.821,4251.538,0,0
4,107,0,3293,4251.154,4215.385,4171.282,4219.231,4267.308,4248.59,4246.282,4248.846,4242.436,4234.487,4249.487,4149.872,4217.0509999999995,4249.872,0,0
5,108,0,3163,4241.154,4208.333,4165.255999999999,4215.513,4269.487,4249.744000000001,4251.026,4248.718,4243.718,4228.333,4241.538,4145.128,4215.128,4243.077,0,0
6,109,0,1551,4242.308,4213.077,4169.103,4219.872,4277.9490000000005,4253.974,4255.385,4252.308,4246.026,4231.41,4241.026,4145.0,4223.846,4241.923,0,0
7,110,0,2639,4257.9490000000005,4229.872,4185.897,4235.128,4282.308,4251.41,4263.333,4266.667,4257.436,4254.231,4253.846,4151.667,4243.205,4252.179,0,0
8,111,0,3293,4265.385,4230.128,4195.769,4240.255999999999,4276.538,4248.462,4264.487,4269.487,4259.615,4269.103,4255.641,4153.846,4249.231,4255.769,0,0
9,112,0,3163,4255.0,4216.41,4191.667,4233.077,4263.718,4247.692,4249.359,4244.615,4235.513,4254.615,4238.333,4146.026,4232.821,4244.872,0,0
10,113,0,1551,4254.744000000001,4215.255999999999,4191.282,4232.692,4260.641,4246.154,4240.255999999999,4232.821,4219.103,4240.385,4231.795,4148.205,4218.205,4241.667,0,0
11,114,0,2639,4272.179,4218.077,4195.897,4229.744000000001,4271.923,4245.385,4246.667,4252.308,4232.0509999999995,4249.231,4243.718,4158.718,4217.179,4247.564,0,0
12,115,0,3293,4281.026,4216.154,4193.846,4219.487,4278.718,4246.154,4258.846,4267.821,4245.513,4258.718,4248.718,4158.205,4219.744000000001,4248.462,0,0
13,116,0,3163,4282.821,4224.615,4193.077,4225.128,4283.205,4251.282,4273.333,4275.385,4253.462,4261.282,4248.462,4155.769,4226.026,4253.974,0,0
14,117,0,1551,4280.897,4232.9490000000005,4192.821,4234.872,4301.538,4260.0,4277.179,4282.564,4263.59,4262.692,4250.385,4156.923,4237.692,4258.333,0,0
15,118,0,2639,4262.692,4224.103,4186.282,4229.872,4300.385,4262.564,4264.103,4280.128,4264.615,4260.255999999999,4248.077,4154.359,4247.436,4250.769,0,0
16,119,0,3293,4245.513,4215.513,4182.692,4228.077,4279.103,4256.41,4260.769,4273.077,4260.128,4264.103,4245.385,4150.255999999999,4256.923,4243.718,0,0
17,120,0,3163,4242.179,4215.513,4184.872,4232.179,4282.308,4253.205,4271.667,4272.436,4255.0,4271.538,4244.103,4148.846,4263.462,4243.205,0,0
18,121,0,1551,4242.0509999999995,4210.385,4183.59,4223.974,4285.641,4249.872,4261.154,4264.103,4240.385,4266.026,4231.282,4144.359,4250.385,4232.436,0,0
19,122,0,2639,4247.821,4199.359,4182.308,4213.077,4259.359,4246.667,4250.641,4252.9490000000005,4224.231,4255.641,4217.0509999999995,4145.897,4226.667,4215.897,0,0
20,123,0,3293,4262.436,4198.718,4190.769,4215.255999999999,4246.538,4254.103,4264.231,4255.769,4230.513,4261.923,4223.462,4157.564,4226.795,4220.128,0,0
21,124,0,3163,4269.487,4208.333,4202.436,4223.462,4259.872,4263.077,4273.333,4263.205,4241.154,4269.487,4234.615,4169.487,4243.59,4233.462,0,0
22,125,0,1551,4269.744000000001,4217.179,4208.846,4229.487,4269.744000000001,4262.9490000000005,4271.282,4264.359,4236.538,4265.641,4233.718,4175.769,4248.846,4234.872,0,0
23,126,0,2639,4273.718,4218.846,4211.026,4230.255999999999,4274.744000000001,4260.513,4271.282,4261.282,4235.0,4270.513,4232.308,4181.154,4246.538,4232.308,0,0
24,127,0,52,4275.0,4216.538,4214.103,4231.026,4279.744000000001,4262.821,4268.59,4260.897,4245.513,4279.231,4235.641,4187.308,4246.154,4235.897,0,0
25,0,0,2282,4277.821,4219.103,4219.359,4232.564,4279.359,4260.128,4260.513,4265.385,4249.231,4274.359,4237.692,4189.615,4249.744000000001,4238.077,0,0
